duration,protocol,service,src_bytes,dst_bytes,packet_size,src_packets,dst_packets,login_attempts,attack_type
16,icmp,ssh,2091,3014,752,34,17,3,normal
9,icmp,ssh,2402,390,1456,40,14,3,attack
39,icmp,ftp,763,1880,1286,4,31,0,normal
12,tcp,dns,4685,172,1296,11,5,2,normal
33,udp,ftp,3145,67,403,46,23,10,attack
14,tcp,dns,4982,310,1476,20,17,5,normal
41,icmp,dns,1130,2425,445,15,26,10,attack
47,udp,dns,567,214,504,12,14,2,normal
31,udp,ftp,3486,2210,1493,13,4,8,attack
35,tcp,http,1086,1885,799,44,34,10,attack
42,icmp,ftp,1856,1117,901,10,17,6,attack
15,tcp,ftp,2314,2869,1436,24,17,7,attack
9,udp,dns,4299,1479,122,9,49,8,attack
34,tcp,ssh,3906,3113,1008,40,35,10,attack
35,tcp,ssh,783,3618,600,48,44,6,attack
55,icmp,http,3324,3350,498,13,45,0,attack
30,tcp,dns,3419,2454,490,21,35,9,attack
14,tcp,ssh,3147,3094,746,3,30,5,attack
56,icmp,http,2905,491,1163,21,22,6,attack
39,icmp,ftp,1501,2143,1235,36,22,6,attack
42,icmp,ftp,4402,2957,1443,40,3,9,attack
20,icmp,ftp,2646,3518,1326,43,48,2,attack
30,udp,dns,1739,2594,381,38,16,10,attack
55,icmp,dns,2949,1058,1387,35,46,1,normal
13,tcp,ftp,1651,2321,1078,9,14,7,attack
16,icmp,ftp,1233,2984,469,49,25,1,attack
51,udp,ssh,3083,2241,1109,41,48,4,attack
53,icmp,ssh,3568,3335,670,2,23,2,attack
23,tcp,http,3904,2439,142,15,33,8,attack
42,icmp,ftp,4917,3867,824,27,12,3,attack
44,tcp,http,2771,445,432,48,31,4,attack
34,udp,ftp,3288,2469,1335,5,44,4,attack
19,udp,http,4195,3468,1067,3,2,7,attack
3,udp,ftp,578,341,1394,24,3,2,normal
44,tcp,dns,3127,3489,1397,4,8,7,attack
10,tcp,ftp,3562,665,1023,19,41,0,normal
26,tcp,ssh,4283,2814,170,31,42,3,attack
35,tcp,http,2091,1642,320,24,50,1,normal
32,udp,ssh,4837,2662,374,46,49,6,attack
20,icmp,ftp,386,3014,532,45,6,9,attack
49,icmp,dns,4386,3401,170,33,43,10,attack
46,icmp,ssh,3198,1578,1210,30,43,8,attack
16,icmp,ftp,2459,3736,450,11,11,0,normal
51,tcp,ssh,2491,3369,1101,18,15,5,normal
16,udp,dns,1096,1752,459,12,47,8,attack
49,icmp,dns,3349,997,1450,33,39,4,normal
58,icmp,http,283,2839,903,47,18,5,attack
60,icmp,ssh,1721,3172,563,20,17,5,normal
40,tcp,ftp,416,2159,205,7,48,6,attack
38,udp,http,1961,3169,227,11,1,9,attack
30,udp,ftp,598,1497,818,15,49,2,normal
26,icmp,http,1197,1930,302,37,48,6,attack
57,udp,ssh,2386,1364,532,4,9,10,attack
11,tcp,http,235,2507,833,45,6,10,attack
13,udp,ftp,2160,158,470,23,21,2,normal
44,icmp,ftp,3920,1654,563,44,44,5,attack
59,icmp,http,978,79,1130,26,15,10,attack
9,tcp,http,3411,1766,211,6,45,4,normal
44,udp,dns,4032,1352,1357,18,1,2,normal
16,icmp,ftp,3135,2501,1064,41,35,4,attack
50,tcp,ftp,4728,2237,1265,42,41,5,attack
14,icmp,http,4502,367,1024,40,24,10,attack
55,icmp,http,4778,1483,1351,19,49,5,normal
12,icmp,ssh,2333,1875,952,4,29,2,normal
49,tcp,ftp,1815,2061,786,2,17,10,attack
55,tcp,dns,2195,2204,1362,6,50,10,attack
19,tcp,ssh,3494,711,724,22,23,4,normal
13,icmp,dns,3789,3663,689,36,18,6,attack
50,icmp,http,1421,2895,710,34,10,2,normal
17,icmp,http,239,2628,1055,8,40,0,normal
27,udp,ftp,3525,3923,873,22,26,8,attack
17,icmp,dns,4558,814,611,18,35,8,attack
18,tcp,ftp,4860,3558,566,19,47,4,attack
48,udp,http,4156,1273,1327,29,31,10,attack
14,icmp,ssh,4826,2617,809,20,15,8,attack
18,tcp,dns,3784,2204,182,47,30,2,attack
26,tcp,ftp,4902,359,173,16,49,5,normal
35,tcp,dns,684,3630,651,46,11,1,attack
23,tcp,http,3329,2365,622,31,34,10,attack
59,icmp,ssh,3598,380,539,49,42,2,attack
57,tcp,ssh,1820,1896,1274,30,20,6,attack
26,icmp,ftp,1116,1961,369,14,29,10,attack
43,tcp,dns,2993,3918,167,50,41,6,attack
55,udp,http,252,3733,948,15,17,1,normal
39,tcp,ftp,826,795,975,24,19,10,attack
56,udp,dns,194,386,356,18,31,1,normal
46,icmp,ftp,823,2506,375,21,18,10,attack
56,icmp,dns,3141,1756,1396,33,48,9,attack
54,udp,dns,1369,1784,976,45,11,2,attack
52,icmp,http,763,85,940,44,41,2,attack
58,icmp,ftp,3840,3600,1126,3,47,6,attack
55,icmp,http,4210,750,933,45,33,2,attack
2,tcp,ssh,841,1597,633,3,30,6,attack
6,tcp,ftp,1808,1993,662,50,33,0,attack
4,udp,ftp,1418,2164,298,26,11,5,normal
4,icmp,http,3369,3189,417,5,36,2,attack
53,icmp,http,2155,3104,1408,25,6,10,attack
21,icmp,http,4910,97,1492,17,7,2,normal
6,icmp,dns,4749,970,893,11,43,4,normal
29,icmp,dns,3664,3085,665,32,10,5,attack
54,udp,ssh,4452,2945,1058,34,12,9,attack
3,udp,ftp,4147,1864,324,45,7,5,attack
43,udp,http,1960,839,989,28,21,7,attack
31,udp,dns,4234,3299,687,10,21,6,attack
14,tcp,http,3846,2304,762,42,12,8,attack
5,tcp,ssh,227,2126,1034,28,50,9,attack
13,icmp,http,2704,2829,1085,39,48,6,attack
29,tcp,ssh,4249,994,1352,45,50,2,attack
46,tcp,dns,864,522,1370,17,26,5,normal
44,udp,ftp,776,542,1072,33,10,3,normal
53,udp,ftp,2884,92,957,49,11,6,attack
28,icmp,dns,1165,3933,1030,45,36,6,attack
28,tcp,ftp,810,755,1050,4,8,5,normal
48,icmp,dns,2440,1385,522,34,35,6,attack
46,icmp,ftp,628,1003,373,33,36,9,attack
12,tcp,dns,1340,3223,165,17,35,5,normal
60,tcp,ftp,1995,2876,1317,22,12,1,normal
12,tcp,dns,306,426,519,7,4,3,normal
36,tcp,ftp,4929,313,544,35,37,3,normal
28,icmp,ssh,739,324,708,42,32,3,attack
20,udp,dns,2859,2623,1358,38,12,10,attack
11,udp,ssh,1628,1642,899,17,30,8,attack
51,tcp,ftp,2807,1885,463,25,16,9,attack
23,udp,ssh,1805,2251,783,44,14,6,attack
30,udp,http,1411,1869,674,42,3,7,attack
5,tcp,dns,3471,3811,347,31,9,3,attack
51,tcp,ssh,1813,291,985,49,20,5,attack
34,udp,dns,2389,2998,511,19,3,5,normal
7,tcp,ftp,323,1555,652,7,18,0,normal
14,icmp,ftp,130,1169,1487,47,45,4,attack
31,tcp,http,1597,1497,317,41,37,6,attack
10,icmp,http,4077,1147,797,21,39,3,normal
53,tcp,ssh,347,1473,506,33,44,3,normal
26,tcp,dns,3276,1721,398,29,23,5,normal
22,icmp,ftp,1364,487,430,18,26,5,normal
45,icmp,http,3616,2570,1000,28,38,2,attack
34,tcp,dns,2591,3303,850,37,16,9,attack
30,udp,http,3444,3948,624,18,23,8,attack
23,tcp,http,3585,912,922,40,6,10,attack
35,icmp,ssh,2442,3410,1032,6,48,9,attack
14,udp,http,1867,604,210,8,34,7,attack
3,tcp,ftp,4364,3094,123,29,7,3,attack
39,tcp,ftp,3929,3644,1181,28,25,7,attack
35,icmp,dns,1506,937,486,47,41,4,attack
40,udp,http,4489,736,1266,41,23,5,attack
4,tcp,dns,3956,992,893,38,18,6,attack
1,tcp,ftp,1348,3518,864,49,23,3,attack
34,udp,ftp,3683,227,913,23,17,9,attack
35,tcp,http,2278,2734,484,38,14,2,attack
16,tcp,dns,3025,444,1182,31,34,9,attack
22,tcp,http,2725,1672,693,29,21,8,attack
38,icmp,ssh,391,2052,713,14,24,3,normal
20,tcp,dns,4188,686,158,28,21,3,normal
39,tcp,http,553,1978,183,23,33,7,attack
39,icmp,http,2509,3352,292,19,13,4,normal
37,icmp,ftp,3234,1595,102,23,22,10,attack
39,icmp,ssh,2586,3012,944,30,47,3,normal
34,tcp,ssh,1124,3596,1433,10,8,10,attack
55,icmp,dns,2646,1086,204,46,30,0,attack
48,udp,dns,826,3205,1011,29,35,3,normal
25,udp,http,2433,2134,619,34,6,9,attack
16,udp,http,4001,3070,212,21,39,9,attack
45,udp,ftp,2360,505,283,49,46,6,attack
27,tcp,dns,1917,2394,747,18,32,6,attack
54,tcp,ssh,3185,3682,1078,1,12,3,attack
53,tcp,dns,3101,383,1165,26,47,4,normal
43,tcp,ftp,3497,3933,680,34,3,9,attack
48,icmp,ftp,2391,2973,645,19,38,2,normal
26,tcp,dns,4325,3205,1287,9,2,5,attack
33,tcp,ftp,3577,3317,775,46,47,8,attack
25,udp,dns,1422,2078,989,28,46,4,normal
26,tcp,ssh,139,2459,1128,6,30,6,attack
38,icmp,http,3208,968,209,11,5,7,attack
17,tcp,http,1390,3398,1103,6,41,3,normal
1,icmp,dns,2331,680,746,50,49,4,attack
22,tcp,ftp,2681,306,880,21,32,6,attack
23,tcp,ssh,4975,798,1458,9,38,3,normal
29,icmp,dns,3569,2943,836,46,4,3,attack
29,udp,ftp,3164,2852,543,21,44,10,attack
4,udp,ftp,1728,3015,976,2,6,3,normal
25,icmp,ftp,4802,3478,406,1,49,5,attack
42,icmp,ftp,1747,1064,355,46,7,2,attack
36,icmp,dns,4230,658,611,27,22,2,normal
41,icmp,ssh,3833,1091,1383,45,32,3,attack
14,tcp,http,1847,3306,1113,14,31,5,normal
56,udp,ssh,1584,1976,875,13,44,3,normal
25,udp,http,2987,986,287,3,29,4,normal
56,udp,http,4979,3233,252,35,41,4,attack
28,tcp,ssh,2441,3036,1244,11,11,2,normal
45,tcp,dns,4107,1307,225,47,4,4,attack
33,udp,ssh,1851,1455,1168,39,38,4,attack
18,udp,ssh,3835,3477,1340,42,6,3,attack
1,tcp,http,3205,2029,315,36,47,5,attack
34,icmp,dns,1053,2572,1011,15,41,0,normal
3,tcp,dns,1248,2654,1339,4,37,9,attack
38,tcp,dns,1025,3612,156,29,8,1,normal
17,icmp,ssh,2749,210,1372,2,39,10,attack
36,icmp,dns,4357,2491,1335,47,2,8,attack
16,icmp,ssh,631,272,462,44,27,9,attack
25,udp,http,678,2673,358,14,21,7,attack
26,icmp,http,987,1101,1057,42,23,6,attack
57,udp,ftp,667,3699,275,17,26,4,normal
22,udp,dns,796,1622,1282,4,13,5,normal
22,udp,ftp,981,474,361,48,41,0,attack
14,tcp,ftp,1457,3021,1121,4,2,10,attack
9,tcp,dns,2686,2213,896,44,1,4,attack
28,udp,ssh,2794,3206,876,42,46,4,attack
9,udp,ssh,4052,2500,1311,7,36,9,attack
49,icmp,dns,177,1036,611,31,33,5,normal
9,tcp,http,358,1609,983,4,49,7,attack
31,udp,http,4917,1318,1282,28,36,9,attack
26,udp,dns,1796,1748,1303,6,5,7,attack
31,udp,ssh,2754,308,1160,1,45,7,attack
8,udp,http,2720,2466,124,37,38,1,attack
45,tcp,ftp,1659,1820,241,47,11,5,attack
44,tcp,ftp,1336,2118,1408,4,47,8,attack
35,icmp,ssh,116,1546,971,20,32,9,attack
57,udp,ssh,1157,384,847,49,45,9,attack
40,tcp,dns,2520,2075,1184,15,48,6,attack
31,tcp,dns,2687,841,298,50,26,8,attack
46,icmp,ftp,2974,3435,1303,8,42,0,normal
39,udp,ftp,2598,3344,481,32,48,1,normal
31,tcp,dns,4655,3963,851,43,5,10,attack
58,icmp,http,2852,2280,223,18,45,7,attack
8,udp,ssh,1992,1277,1352,31,50,2,normal
48,udp,http,4476,1173,671,46,24,0,attack
19,icmp,dns,4799,1837,1361,6,1,5,normal
53,tcp,ftp,4547,2659,391,30,44,3,attack
56,icmp,dns,1162,204,752,3,48,6,attack
57,udp,ssh,674,3098,706,17,28,1,normal
55,udp,http,2727,152,1336,50,1,9,attack
44,udp,ftp,3069,3673,304,25,16,6,attack
43,icmp,dns,1218,2919,108,9,37,1,normal
48,tcp,http,2261,3583,1013,6,45,7,attack
29,tcp,ftp,1870,239,472,20,5,4,normal
19,tcp,ssh,162,3398,704,7,45,5,normal
9,icmp,http,556,3230,1293,25,48,10,attack
43,udp,http,180,1572,1201,15,46,0,normal
19,tcp,dns,3971,3695,725,25,1,2,attack
57,udp,dns,3681,2406,1494,9,23,4,attack
42,udp,dns,4937,2612,192,22,44,4,attack
2,udp,ftp,2102,2975,1299,38,28,8,attack
25,icmp,ftp,4984,1992,628,38,38,7,attack
38,udp,dns,1755,2124,1410,11,13,10,attack
7,udp,http,1943,1793,593,36,41,9,attack
34,udp,ssh,3705,473,546,28,13,2,normal
17,icmp,ssh,521,1665,1144,24,27,5,normal
20,tcp,ftp,4718,573,434,44,3,8,attack
32,udp,ftp,3448,246,116,34,30,6,attack
48,udp,dns,298,257,1091,17,10,6,attack
23,tcp,dns,162,534,346,16,43,8,attack
58,icmp,dns,4096,2071,1454,36,17,6,attack
14,tcp,ssh,4652,3486,1340,3,1,8,attack
3,icmp,dns,2249,3797,1086,34,49,5,normal
48,icmp,ftp,3457,1208,1381,12,32,1,normal
3,udp,http,323,85,133,43,2,7,attack
17,udp,ftp,2294,3100,209,46,5,6,attack
46,tcp,dns,343,242,161,6,38,8,attack
60,tcp,ssh,4879,1654,801,35,38,6,attack
20,icmp,ftp,3970,789,1483,22,14,2,normal
2,udp,ssh,3818,1709,738,19,42,4,normal
16,icmp,dns,217,2094,694,27,18,1,normal
6,icmp,dns,1798,3357,680,4,19,1,normal
50,icmp,ftp,4350,2218,569,35,25,10,attack
58,icmp,ssh,2360,296,1154,45,29,9,attack
13,udp,http,2536,3886,505,48,46,2,attack
56,icmp,http,3873,2992,1113,38,45,5,attack
7,udp,ssh,4948,1242,882,20,21,6,attack
13,icmp,http,2075,1107,888,11,31,9,attack
6,udp,http,3024,68,832,24,23,0,normal
38,icmp,http,4001,494,258,8,38,7,attack
17,udp,dns,4508,2150,570,11,45,8,attack
38,icmp,ftp,4739,434,723,49,44,8,attack
24,icmp,ssh,969,831,346,18,49,1,normal
17,udp,ftp,3653,3957,357,5,2,5,attack
36,udp,http,599,2720,365,4,34,5,normal
14,icmp,dns,804,181,290,46,18,6,attack
17,udp,dns,2432,354,1222,1,19,7,attack
50,tcp,ftp,2822,3102,1148,40,37,0,attack
23,tcp,dns,3386,2155,123,8,49,0,attack
36,icmp,dns,1298,1038,116,29,18,3,normal
44,udp,ssh,4634,1231,543,46,44,8,attack
55,udp,ftp,2437,158,555,28,11,10,attack
1,udp,http,4950,3123,396,36,40,2,attack
34,icmp,dns,4595,170,1105,23,30,9,attack
18,tcp,ftp,3297,3662,1129,29,31,1,attack
22,tcp,dns,1674,2250,645,36,22,5,attack
29,tcp,dns,1608,3212,340,11,4,2,normal
5,udp,http,2093,2836,1027,12,14,3,normal
30,udp,http,3179,1053,1422,43,30,9,attack
43,udp,ssh,3517,517,1148,43,44,5,attack
55,udp,http,2715,1928,1103,10,37,9,attack
36,udp,dns,2224,1958,1401,6,6,9,attack
34,icmp,ftp,1865,3940,582,23,32,0,normal
28,icmp,ssh,3974,613,433,3,33,8,attack
50,icmp,http,693,1371,942,30,23,7,attack
21,icmp,ftp,4199,3855,1446,42,23,7,attack
43,tcp,ftp,2427,824,1113,49,47,10,attack
37,tcp,dns,4603,3610,614,46,40,6,attack
9,tcp,ssh,207,3447,279,19,12,4,normal
18,udp,http,1541,3641,397,2,27,8,attack
53,tcp,ftp,2641,3665,696,11,34,3,normal
32,tcp,http,1372,2531,492,19,19,9,attack
3,icmp,ftp,2842,2830,1199,14,28,3,normal
5,icmp,ftp,2450,327,136,5,24,5,normal
38,udp,ssh,4279,2620,663,15,10,0,attack
43,icmp,ssh,3133,859,1462,16,22,8,attack
12,icmp,dns,729,3651,100,19,28,8,attack
11,icmp,ssh,1601,2672,1086,23,19,5,normal
36,tcp,http,1424,1741,875,49,16,0,attack
9,tcp,ftp,1893,3026,754,28,36,9,attack
20,icmp,http,1797,1226,494,6,22,1,normal
25,icmp,http,3510,1745,765,41,49,7,attack
6,tcp,http,4913,2154,1316,50,11,5,attack
5,tcp,http,3214,167,238,35,20,10,attack
14,tcp,ftp,4364,747,621,1,21,1,normal
19,icmp,dns,1668,1863,161,34,17,0,normal
24,udp,dns,2700,2735,1148,38,38,2,attack
57,tcp,dns,523,3093,1274,15,24,10,attack
24,icmp,ssh,2857,2010,964,39,7,2,attack
2,udp,dns,4717,2698,1226,14,1,2,attack
51,udp,ftp,4249,2534,873,24,17,8,attack
14,tcp,ftp,2616,1584,256,42,13,2,attack
49,tcp,http,3232,1403,257,50,47,4,attack
23,udp,ssh,3567,3716,673,14,44,0,attack
28,udp,ssh,206,88,1443,4,47,3,normal
40,icmp,http,3198,1648,1275,24,29,5,normal
48,tcp,ftp,3019,2577,998,50,41,9,attack
16,icmp,ssh,4197,2286,691,15,22,3,attack
6,icmp,http,4738,1927,231,1,49,8,attack
41,tcp,ftp,186,806,1188,7,45,0,normal
15,tcp,dns,2855,1606,110,8,36,10,attack
26,tcp,http,1152,634,475,49,31,8,attack
27,tcp,ssh,3841,1980,145,35,28,4,normal
47,tcp,dns,2790,171,872,44,42,5,attack
1,udp,ftp,1516,3013,393,9,35,1,normal
17,icmp,ssh,731,2762,468,27,41,9,attack
5,tcp,ssh,723,3687,1340,44,29,6,attack
7,udp,dns,2878,1964,1020,12,34,2,normal
52,icmp,ftp,2985,2648,1309,8,33,2,normal
2,tcp,ssh,2092,3547,494,35,31,2,normal
22,tcp,ssh,4718,3022,627,2,33,6,attack
59,icmp,ftp,4154,3971,164,34,41,9,attack
11,tcp,dns,158,3204,1126,21,44,7,attack
51,tcp,http,137,3334,613,4,35,7,attack
34,icmp,dns,1676,2087,1001,31,3,5,normal
55,icmp,ftp,3163,539,115,31,48,2,normal
31,udp,http,4212,2072,173,16,28,0,attack
45,udp,http,2202,1379,165,39,13,1,attack
25,udp,ftp,1046,1145,1051,45,42,5,attack
45,udp,ftp,4328,1586,732,17,50,6,attack
33,icmp,ssh,835,1606,855,17,40,3,normal
9,tcp,ssh,1086,1269,420,10,46,0,normal
18,udp,dns,3883,3441,835,16,46,0,attack
22,tcp,ssh,291,1397,468,15,3,4,normal
59,udp,http,3252,2444,758,40,20,7,attack
23,icmp,http,1510,2383,1211,23,39,0,normal
51,udp,ftp,601,3594,1471,32,40,1,normal
45,icmp,ftp,2860,2242,831,45,46,0,attack
55,udp,http,3678,3707,222,47,18,2,attack
48,icmp,ftp,4275,1310,322,21,16,7,attack
5,udp,http,1838,1126,1124,12,26,4,normal
48,udp,ftp,2549,3506,581,24,19,7,attack
29,tcp,ssh,711,2810,418,19,10,6,attack
13,icmp,ftp,3438,830,457,15,19,7,attack
54,udp,ssh,2839,503,135,27,12,1,normal
2,icmp,ssh,4581,2969,540,43,8,8,attack
24,tcp,ssh,2129,2142,1198,6,17,8,attack
39,udp,dns,3042,1983,799,16,28,0,normal
43,icmp,ftp,2579,2663,171,42,37,0,attack
17,tcp,dns,4250,3928,199,46,3,0,attack
48,udp,http,3501,723,492,24,42,10,attack
38,tcp,dns,4241,2958,446,16,9,4,attack
59,tcp,http,4770,3781,758,28,49,0,attack
53,udp,http,4394,1129,1130,29,26,0,normal
49,tcp,ssh,2686,2760,921,50,4,3,attack
4,icmp,dns,2630,844,1230,31,22,1,normal
54,icmp,dns,4435,1860,801,19,30,2,normal
39,udp,ftp,4752,604,317,49,46,9,attack
45,tcp,ssh,2237,283,1354,5,2,2,normal
38,udp,ssh,4627,3944,415,1,23,1,attack
51,tcp,dns,4290,3588,722,37,4,4,attack
59,udp,ssh,4275,2384,548,4,2,0,attack
26,tcp,dns,1047,1802,297,29,25,9,attack
2,icmp,http,2778,1367,1102,13,30,3,normal
44,udp,http,973,3451,190,13,24,0,normal
26,icmp,http,3731,1998,285,2,5,3,normal
48,icmp,ssh,554,1244,1193,26,24,9,attack
36,icmp,ssh,4933,2097,664,35,6,7,attack
58,udp,ftp,626,1562,748,17,25,3,normal
42,icmp,ftp,3868,301,1318,19,39,8,attack
36,udp,dns,3132,3462,1478,19,42,9,attack
45,udp,http,3197,3193,802,13,2,3,attack
33,icmp,dns,2326,2935,1093,29,27,10,attack
42,tcp,ftp,1092,2560,467,25,42,3,normal
15,icmp,ftp,2092,1140,1231,46,29,1,attack
1,icmp,dns,3818,2051,1035,11,24,8,attack
22,tcp,ssh,622,3519,582,8,23,6,attack
56,tcp,dns,2531,454,1260,38,30,9,attack
42,icmp,ftp,4484,2460,374,5,41,7,attack
43,icmp,http,3630,3621,1264,33,45,0,attack
20,tcp,ssh,4839,1445,905,33,11,9,attack
5,tcp,dns,2852,1866,1220,26,23,10,attack
14,udp,ssh,968,1214,1384,7,38,4,normal
56,icmp,ftp,1333,873,871,3,3,4,normal
5,icmp,ftp,4949,2695,990,3,22,5,attack
9,udp,ssh,3806,3295,313,15,12,6,attack
53,tcp,dns,1457,194,1127,14,22,7,attack
54,udp,http,540,1848,459,24,11,1,normal
20,udp,ftp,3608,323,1330,40,9,1,attack
50,udp,dns,4659,651,1408,13,10,10,attack
58,icmp,ftp,3338,3809,497,30,41,2,attack
38,udp,ssh,4056,717,515,4,8,5,normal
46,tcp,http,1998,3630,130,20,40,1,normal
43,icmp,ftp,4632,1213,1130,45,1,4,attack
57,udp,http,4274,531,984,29,33,0,normal
33,tcp,ssh,2119,3311,348,47,13,4,attack
42,icmp,ftp,870,2408,168,39,2,5,attack
50,tcp,ssh,2697,3785,1344,7,2,4,normal
55,icmp,ssh,1243,1494,878,7,18,2,normal
58,udp,http,215,658,828,33,6,9,attack
47,icmp,ssh,329,3800,1457,1,40,6,attack
13,udp,http,3996,392,411,27,19,10,attack
41,udp,ftp,4294,1801,1274,3,43,4,normal
51,icmp,http,2418,655,434,8,13,4,normal
59,udp,dns,4403,535,583,45,6,5,attack
33,icmp,ftp,4232,3228,957,22,31,6,attack
20,icmp,ftp,3039,309,919,31,23,8,attack
23,icmp,ssh,3382,271,590,33,1,2,normal
5,udp,ftp,4845,3252,256,23,36,0,attack
26,udp,http,2377,3697,340,21,34,1,normal
18,tcp,ftp,487,1417,110,14,34,5,normal
8,icmp,http,2988,1718,377,30,13,7,attack
15,tcp,http,4865,1872,1154,39,16,7,attack
38,tcp,http,1316,1277,1306,16,18,0,normal
52,icmp,http,2077,2455,462,4,4,9,attack
60,icmp,dns,2519,1411,1410,8,7,8,attack
16,icmp,ssh,1183,2361,724,14,10,3,normal
4,udp,ssh,826,1577,727,14,40,6,attack
9,tcp,ftp,2419,3634,1140,49,46,5,attack
49,udp,ftp,1433,2776,208,29,44,5,normal
11,udp,ftp,1606,2266,909,6,40,7,attack
13,udp,http,3574,2093,1046,49,39,0,attack
20,tcp,ssh,4775,3823,1242,13,49,6,attack
18,icmp,ssh,1487,833,230,43,41,1,attack
6,tcp,ssh,1150,3945,722,4,16,5,normal
55,tcp,ftp,2184,3315,1356,46,13,8,attack
29,tcp,http,4788,1029,1203,50,23,6,attack
17,udp,ftp,2832,2483,1303,39,20,7,attack
33,icmp,ftp,1607,289,957,18,45,8,attack
54,icmp,http,653,3578,609,13,5,2,normal
9,udp,dns,4355,290,1189,17,14,3,normal
49,udp,http,4609,300,1295,12,20,3,normal
16,tcp,http,4602,3647,503,10,27,3,attack
54,udp,http,4397,378,941,42,6,5,attack
17,icmp,dns,695,2736,277,42,37,6,attack
10,tcp,dns,1632,2226,260,13,28,8,attack
58,icmp,ftp,211,430,1065,26,9,0,normal
52,tcp,dns,2647,2793,1031,45,23,7,attack
11,tcp,http,1477,2368,1350,30,44,2,normal
24,tcp,ftp,100,657,348,47,21,7,attack
5,udp,http,4784,135,1366,6,17,9,attack
35,icmp,dns,1685,2614,1372,37,3,3,attack
25,icmp,http,728,1638,1488,47,22,2,attack
35,icmp,dns,3062,2434,1226,2,45,7,attack
5,udp,http,2103,1431,1149,4,31,0,normal
46,tcp,ftp,1807,2741,811,47,13,0,attack
30,tcp,ftp,227,3280,288,14,18,9,attack
38,tcp,http,4731,1361,1287,35,22,2,normal
42,icmp,ftp,2447,1857,1351,15,32,2,normal
42,udp,ftp,249,1279,1194,40,43,0,attack
17,udp,ftp,3520,3651,1353,25,27,4,attack
12,icmp,http,3492,445,189,43,24,8,attack
15,icmp,http,578,795,1062,21,24,0,normal
24,tcp,http,2195,1411,1147,17,25,7,attack
14,udp,ftp,1818,3675,618,16,2,4,normal
25,icmp,dns,4855,200,745,37,28,3,attack
32,tcp,dns,4662,834,248,27,31,9,attack
8,tcp,http,4297,906,285,17,21,9,attack
30,udp,http,2598,3343,234,5,31,4,normal
29,tcp,ssh,2236,1413,403,11,28,2,normal
3,tcp,ftp,1577,337,745,50,44,2,attack
56,icmp,http,400,1405,866,11,30,4,normal
14,tcp,http,4718,226,113,11,45,1,normal
59,tcp,ssh,3554,3412,1406,38,32,1,attack
6,tcp,ssh,1917,3609,1368,44,16,7,attack
14,udp,ftp,1757,2323,447,4,34,7,attack
23,tcp,dns,3323,1618,950,14,45,8,attack
29,icmp,http,1684,3050,984,6,4,4,normal
48,icmp,dns,169,2382,432,17,40,1,normal
32,icmp,http,4164,2322,428,1,24,1,attack
10,icmp,dns,191,3124,663,33,21,3,normal
37,udp,dns,1341,1006,1372,46,41,9,attack
40,tcp,http,4280,329,332,20,11,4,normal
13,tcp,ssh,649,3850,320,37,18,7,attack
43,udp,ssh,1505,2503,551,11,41,5,normal
7,tcp,dns,4205,3824,648,11,39,1,attack
24,udp,ssh,1152,3531,1178,6,32,7,attack
1,icmp,ftp,400,1026,1182,20,6,9,attack
43,udp,dns,3614,347,802,23,40,3,normal
21,tcp,ssh,1132,1098,124,29,21,9,attack
5,icmp,http,600,1255,1238,15,33,10,attack
42,tcp,dns,2545,1247,312,29,23,5,normal
1,tcp,dns,4761,3433,789,47,23,5,attack
38,icmp,ssh,4335,1626,816,48,14,9,attack
34,udp,ssh,1084,2008,679,48,17,3,attack
36,tcp,dns,1466,2319,1259,39,44,1,attack
54,icmp,dns,1548,1274,446,20,42,0,normal
44,tcp,ssh,1631,573,194,10,21,7,attack
54,udp,dns,3966,3292,1455,6,11,5,attack
56,tcp,http,903,3919,962,39,20,10,attack
58,tcp,ssh,3920,795,577,34,46,5,normal
9,tcp,dns,1614,3003,221,25,41,3,normal
54,icmp,http,2526,777,492,16,22,9,attack
15,tcp,ftp,865,905,1211,13,17,7,attack
37,tcp,ssh,222,3720,309,9,16,2,normal
25,tcp,ssh,4819,1975,463,12,26,1,normal
45,icmp,dns,1470,680,1119,25,10,5,normal
40,icmp,dns,3300,3869,544,25,26,9,attack
30,icmp,ssh,2842,2834,1270,39,33,8,attack
15,icmp,http,4018,2616,854,34,25,2,attack
47,udp,ftp,2782,1654,471,18,36,2,normal
18,tcp,http,3723,3653,323,36,2,0,attack
33,icmp,ssh,1335,802,1176,11,45,3,normal
9,udp,ftp,3454,3251,427,17,17,10,attack
53,icmp,ssh,1333,2037,175,41,45,10,attack
43,tcp,dns,1997,648,730,42,1,3,attack
49,udp,ssh,446,1378,424,27,16,5,normal
44,icmp,ftp,1030,512,764,17,20,3,normal
47,udp,ftp,4445,2618,1218,8,20,3,attack
54,udp,http,4377,2541,1149,36,32,10,attack
47,tcp,dns,546,3944,711,31,48,4,normal
9,udp,ssh,4636,1390,1308,5,15,3,normal
45,icmp,ftp,3231,3288,285,1,44,9,attack
16,tcp,ssh,4015,586,537,1,31,6,attack
42,tcp,ssh,2159,3547,1352,24,1,1,normal
14,udp,dns,2742,1768,1027,45,45,9,attack
10,icmp,ftp,1579,1013,197,18,21,10,attack
11,udp,ftp,2190,2119,570,41,44,3,attack
